"year","Agent_ID","Reservoir","Annual_HP_GWh"
5,1,2,6955.21927180503
5,1,3,15520.0862536005
5,1,25,0
5,1,26,7233.24235543187
5,1,29,4778.96912782015
5,1,34,0
5,4,6,297.476444585715
5,4,8,6835.13441989106
5,6,9,2853.36263867115
5,6,11,1996.21197180544
5,6,13,2935.21570236927
5,6,31,990.500598470403
5,6,33,1828.96864622477
5,7,14,48.7866599974492
5,9,18,1803.54951392619
5,9,19,1309.15113639823
5,9,20,292.609398407115
5,9,21,2172.02114075206
5,9,32,1065.71432707504
6,1,2,5431.52732882797
6,1,3,30121.8161450362
6,1,25,0
6,1,26,12068.7113320429
6,1,29,4755.10514939692
6,1,34,0
6,4,6,298.656
6,4,8,10993.8159286794
6,6,9,2893.36721873057
6,6,11,1533.44336659824
6,6,13,4445.25253671882
6,6,31,1272.36524384295
6,6,33,3198.10759513261
6,7,14,6.51237001075962
6,9,18,2056.96344477323
6,9,19,2132.51650015618
6,9,20,738.356859535297
6,9,21,4270.67106079872
6,9,32,2448.26424601963
7,1,2,4052.9047372372
7,1,3,14160.5860048394
7,1,25,0
7,1,26,6028.63735115086
7,1,29,3818.35484758672
7,1,34,0
7,4,6,297.84
7,4,8,11036.7426096282
7,6,9,2367.66781802342
7,6,11,1048.59702798598
7,6,13,3646.9651719621
7,6,31,969.870910887268
7,6,33,2304.8150831273
7,7,14,21.5425377480146
7,9,18,1172.56988000743
7,9,19,1780.02721441024
7,9,20,430.149875411363
7,9,21,3035.94206247895
7,9,32,2719.52234508908
8,1,2,2447.64126003697
8,1,3,11420.0611402539
8,1,25,0
8,1,26,4647.55871765308
8,1,29,2034.81182438375
8,1,34,0
8,4,6,297.84
8,4,8,11025.6965096757
8,6,9,2820.46839660643
8,6,11,1299.35712642679
8,6,13,3629.4339143789
8,6,31,1048.95971482397
8,6,33,2822.26863381435
8,7,14,26.5860385710318
8,9,18,1151.99531986632
8,9,19,1504.77945921094
8,9,20,338.86953885305
8,9,21,3201.40748164794
8,9,32,1952.08182412173
9,1,2,2748.96928486012
9,1,3,11233.4181585107
9,1,25,0
9,1,26,4208.79941271114
9,1,29,2631.45912872519
9,1,34,0
9,4,6,297.84
9,4,8,10801.2680829769
9,6,9,2160.72307413984
9,6,11,910.500688371425
9,6,13,3734.92134386488
9,6,31,873.136084060425
9,6,33,1992.77977636232
9,7,14,27.40458818932
9,9,18,1135.93117061481
9,9,19,1746.69885616476
9,9,20,365.627847226683
9,9,21,2516.6640800043
9,9,32,1359.00027993503
10,1,2,1960.88835408191
10,1,3,7437.88479344259
10,1,25,0
10,1,26,2291.13567780843
10,1,29,2073.47611019023
10,1,34,0
10,4,6,298.656
10,4,8,10306.1669757274
10,6,9,2314.56419665399
10,6,11,1084.74632946026
10,6,13,3049.14709291531
10,6,31,829.934454545039
10,6,33,1938.06254810765
10,7,14,50.1368662297957
10,9,18,1072.84548249305
10,9,19,1482.09172707303
10,9,20,327.84528705979
10,9,21,2313.16439497965
10,9,32,776.349628705648
11,1,2,3112.21844712397
11,1,3,10194.3362035498
11,1,25,0
11,1,26,3557.43058420676
11,1,29,3271.81080549055
11,1,34,0
11,4,6,297.84
11,4,8,6415.80957987885
11,6,9,2621.181206102
11,6,11,1169.93162408577
11,6,13,2788.19274703277
11,6,31,1020.34133481145
11,6,33,2573.60789874761
11,7,14,39.4280714566255
11,9,18,912.37566465098
11,9,19,1128.73414710236
11,9,20,262.973358486174
11,9,21,3254.2113341379
11,9,32,1806.33893246458
12,1,2,3790.49563486715
12,1,3,12849.8952594794
12,1,25,0
12,1,26,5236.27860261618
12,1,29,3548.53049675351
12,1,34,0
12,4,6,297.84
12,4,8,5791.98619930371
12,6,9,2635.7906022884
12,6,11,1297.8449101818
12,6,13,4137.85670177363
12,6,31,1104.89538400634
12,6,33,3060.96465307803
12,7,14,42.2014546363649
12,9,18,799.614224723633
12,9,19,1158.07628003023
12,9,20,274.044658895555
12,9,21,2903.90503579744
12,9,32,1734.6973766631
13,1,2,3876.63808316988
13,1,3,15226.0232514429
13,1,25,0
13,1,26,5841.10166703951
13,1,29,3927.60036678386
13,1,34,0
13,4,6,297.84
13,4,8,6847.47912126907
13,6,9,2441.91728801366
13,6,11,1104.66822109481
13,6,13,3789.72620968174
13,6,31,922.204267389982
13,6,33,2337.10238728089
13,7,14,43.7154786021064
13,9,18,990.110213910471
13,9,19,1397.09337461606
13,9,20,308.923934382779
13,9,21,2533.2398863813
13,9,32,1612.62560223241
14,1,2,1337.14292172198
14,1,3,7429.03237289545
14,1,25,0
14,1,26,2182.12616027332
14,1,29,1263.8213478339
14,1,34,0
14,4,6,297.936330910317
14,4,8,6002.16192807233
14,6,9,1720.28713580166
14,6,11,714.349393773982
14,6,13,3392.32120979083
14,6,31,833.347571603425
14,6,33,1971.85297095298
14,7,14,30.9226489117182
14,9,18,1069.40857854892
14,9,19,1746.07320062616
14,9,20,374.173019245231
14,9,21,2782.34699558039
14,9,32,1400.71139564803
15,1,2,3434.5510424301
15,1,3,13178.3081751015
15,1,25,0
15,1,26,4840.5481661707
15,1,29,3660.56715286698
15,1,34,0
15,4,6,285.501934348073
15,4,8,4176.79835718191
15,6,9,1855.68138640139
15,6,11,1112.0055871489
15,6,13,2937.78721206989
15,6,31,735.63954171135
15,6,33,1463.10397742204
15,7,14,12.7221873100043
15,9,18,1050.3846329776
15,9,19,1310.89003312354
15,9,20,304.251491334689
15,9,21,2649.30957708001
15,9,32,1562.08667216531
16,1,2,938.214462037419
16,1,3,7630.64989034523
16,1,25,0
16,1,26,2803.98069262439
16,1,29,1006.93751041114
16,1,34,0
16,4,6,283.994129117247
16,4,8,5489.92354369511
16,6,9,2388.25988522914
16,6,11,1190.72046638894
16,6,13,3516.36046993059
16,6,31,935.43828248462
16,6,33,1956.32445907426
16,7,14,34.9935411352073
16,9,18,867.501200754501
16,9,19,1390.03710191213
16,9,20,282.772830868312
16,9,21,3056.54786042281
16,9,32,2052.16754089998
17,1,2,4438.93474917846
17,1,3,15287.3721985599
17,1,25,0
17,1,26,5847.2677069804
17,1,29,4494.2822973415
17,1,34,0
17,4,6,295.746160800794
17,4,8,7891.33978667093
17,6,9,2410.65657799181
17,6,11,1179.16052748088
17,6,13,3552.28839505578
17,6,31,1074.88986368661
17,6,33,2926.99142858279
17,7,14,30.1007803672649
17,9,18,1062.5926092578
17,9,19,1783.66857893666
17,9,20,396.529502710952
17,9,21,2767.35627696531
17,9,32,2168.2410392428
18,1,2,4596.66745854915
18,1,3,14874.2957523187
18,1,25,0
18,1,26,6237.48968335545
18,1,29,4640.93836956125
18,1,34,0
18,4,6,298.656
18,4,8,8570.99529591194
18,6,9,2555.46035168168
18,6,11,1264.57350250721
18,6,13,4317.51795248938
18,6,31,1051.9162703638
18,6,33,2992.19645023693
18,7,14,23.8225290297511
18,9,18,1052.09760968373
18,9,19,1270.3400186288
18,9,20,276.200670923063
18,9,21,3468.20200051214
18,9,32,1986.05858497474
19,1,2,2456.2511735612
19,1,3,9936.65341457641
19,1,25,0
19,1,26,3516.87381265637
19,1,29,2334.48196066029
19,1,34,0
19,4,6,297.84
19,4,8,6813.11607078498
19,6,9,2763.84642289508
19,6,11,1397.46395338472
19,6,13,4189.1605599302
19,6,31,1126.84713458575
19,6,33,3094.49897288961
19,7,14,9.0795335272551
19,9,18,1066.47662012321
19,9,19,1538.75100790198
19,9,20,322.091878227515
19,9,21,3229.1284697929
19,9,32,2763.70811064883
20,1,2,3925.34613925699
20,1,3,12129.681533301
20,1,25,0
20,1,26,4509.36971586356
20,1,29,4318.36380548863
20,1,34,0
20,4,6,297.84
20,4,8,6840.60449682584
20,6,9,1867.20953955968
20,6,11,858.197587610977
20,6,13,3291.49089077932
20,6,31,852.183205081162
20,6,33,2018.69360544322
20,7,14,26.6768899436164
20,9,18,1029.34936823146
20,9,19,1460.1546907947
20,9,20,322.675581471824
20,9,21,1591.58048806244
20,9,32,460.375606547915
21,1,2,3947.27137628853
21,1,3,14656.0579325497
21,1,25,0
21,1,26,5187.65185195959
21,1,29,4159.0009385447
21,1,34,0
21,4,6,297.84
21,4,8,5532.46417731209
21,6,9,2539.25850785437
21,6,11,1062.49161309069
21,6,13,2484.42712261402
21,6,31,903.188691056967
21,6,33,2082.73198400965
21,7,14,29.0937993544611
21,9,18,830.744399530529
21,9,19,987.65264430953
21,9,20,228.040301683108
21,9,21,3588.30368489778
21,9,32,1948.90835546305
22,1,2,5225.0139584006
22,1,3,18040.402088461
22,1,25,0
22,1,26,6826.21767485033
22,1,29,5720.85125621204
22,1,34,0
22,4,6,298.656
22,4,8,7916.21168745704
22,6,9,2674.21314760771
22,6,11,1119.63570229018
22,6,13,3070.35788038101
22,6,31,1106.90544759313
22,6,33,3130.94534855474
22,7,14,46.382734858732
22,9,18,1089.55472741463
22,9,19,1188.40041865911
22,9,20,300.074148559776
22,9,21,3605.75081760935
22,9,32,1903.77757408369
23,1,2,4124.68679236417
23,1,3,15590.7300156182
23,1,25,0
23,1,26,6367.44768684836
23,1,29,3797.45463816443
23,1,34,0
23,4,6,297.84
23,4,8,8458.58990157787
23,6,9,2481.91883416395
23,6,11,1074.59484762519
23,6,13,3687.81778702876
23,6,31,1076.58100017243
23,6,33,2652.0711017148
23,7,14,44.0117624518967
23,9,18,1137.29159419152
23,9,19,1587.38291806093
23,9,20,359.681514425857
23,9,21,3168.91244930019
23,9,32,2049.91462730811
24,1,2,2983.06938185519
24,1,3,10073.1361589091
24,1,25,0
24,1,26,3717.62439180953
24,1,29,3040.11987939522
24,1,34,0
24,4,6,297.84
24,4,8,9471.56287665104
24,6,9,2655.2485033033
24,6,11,1234.64168571448
24,6,13,3888.85064314791
24,6,31,1099.33780249785
24,6,33,2964.86782318104
24,7,14,47.7973514658881
24,9,18,1278.57546046349
24,9,19,1383.23714540898
24,9,20,326.982565029315
24,9,21,2767.73549600251
24,9,32,848.797206660559
25,1,2,1688.93903543435
25,1,3,5897.69099424072
25,1,25,0
25,1,26,1264.12678192797
25,1,29,2090.06379772045
25,1,34,0
25,4,6,297.84
25,4,8,5253.74304500202
25,6,9,2058.67423544163
25,6,11,868.126914017198
25,6,13,3322.33599332071
25,6,31,892.24548231787
25,6,33,2023.53941033398
25,7,14,28.2540382106107
25,9,18,1160.09504174814
25,9,19,1473.96302823779
25,9,20,344.394668577645
25,9,21,3348.53771722854
25,9,32,1688.25763659953
26,1,2,4229.02564799655
26,1,3,13208.7442939693
26,1,25,0
26,1,26,4361.85036195284
26,1,29,4296.81250620182
26,1,34,0
26,4,6,298.656
26,4,8,4522.62086468743
26,6,9,2294.59049267356
26,6,11,1068.98745662116
26,6,13,3168.48642395666
26,6,31,850.62188462756
26,6,33,1948.2691991246
26,7,14,38.6693923125334
26,9,18,1156.32018405125
26,9,19,1273.84962695752
26,9,20,284.790874986812
26,9,21,3394.00174389774
26,9,32,1777.48780705338
27,1,2,1691.41112594664
27,1,3,7353.13286670236
27,1,25,0
27,1,26,2012.81354108908
27,1,29,1732.26656170395
27,1,34,0
27,4,6,297.84
27,4,8,6014.96445070277
27,6,9,2395.64094930523
27,6,11,1115.38413928059
27,6,13,4306.62105376202
27,6,31,1008.04790565655
27,6,33,2535.48087978945
27,7,14,25.0213437299889
27,9,18,1212.27621423686
27,9,19,1302.12471581378
27,9,20,298.430168472991
27,9,21,2817.55904209477
27,9,32,1756.137160381
28,1,2,654.152278428068
28,1,3,7667.06414409146
28,1,25,0
28,1,26,2567.38361838432
28,1,29,612.089718638174
28,1,34,0
28,4,6,297.84
28,4,8,5611.27787136548
28,6,9,2165.86299757641
28,6,11,942.430565645715
28,6,13,3649.18146555318
28,6,31,856.156798570605
28,6,33,2074.56682055039
28,7,14,28.1913732158033
28,9,18,1527.30235743481
28,9,19,1541.94552848309
28,9,20,349.398308999167
28,9,21,3576.43144671075
28,9,32,2366.20490643892
29,1,2,4352.49694285948
29,1,3,14584.5642833635
29,1,25,0
29,1,26,5554.50145960364
29,1,29,4404.65692542851
29,1,34,0
29,4,6,297.84
29,4,8,5507.02762769858
29,6,9,2005.3393914503
29,6,11,736.069427471135
29,6,13,3197.44389021566
29,6,31,736.425455768285
29,6,33,1755.46060138282
29,7,14,34.8686844825577
29,9,18,1162.45323168401
29,9,19,1831.51921726493
29,9,20,415.443819598352
29,9,21,2019.53400631471
29,9,32,1238.74104663283
